00,	103
01,	85
02,	233
03,	483
04,	327
05,	333
06,	387
07,	362
08,	309
09,	252
10,	209
11,	195
12,	209
13,	218
14,	252
15,	282
16,	268
17,	223
18,	141
19,	73
20,	64
21,	74
22,	65
23,	62
